PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FG%,3P%,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-,SEASON,NUM_YRS,TARGET_4UP
Avery Johnson,SAS,32,76,19,57,2472.9,800,47.7,23.1,69.0,32,115,147,513,146,96,15,158,11,0,-375,1996-97,8,1
Mark Price,GSW,33,70,26,44,1872.6,793,44.7,39.6,90.6,36,143,179,342,161,67,3,100,2,0,-110,1996-97,2,0
Ike Austin,MIA,27,82,61,21,1880.2,792,50.2,0.0,66.4,136,342,478,101,161,45,43,244,11,0,114,1996-97,6,1
Gheorghe Muresan,WAS,26,73,39,34,1842.0,777,60.4,0.0,61.8,141,340,481,29,117,43,96,230,8,0,234,1996-97,3,0
Bryant Stith,DEN,26,52,13,39,1789.0,774,41.6,38.5,86.3,74,143,217,133,101,60,20,119,0,0,-165,1996-97,6,1
Robert Pack,DAL,28,54,12,42,1783.3,771,39.2,27.7,80.7,28,118,146,452,217,94,6,139,13,0,-268,1996-97,8,1
Matt Maloney,HOU,25,82,57,25,2387.2,767,44.1,40.4,76.3,19,141,160,303,122,82,1,125,2,0,326,1996-97,6,1
Sam Mitchell,MIN,33,82,40,42,2051.2,766,44.6,16.0,75.9,112,214,326,79,93,51,20,232,2,0,-196,1996-97,6,1
Sherman Douglas,MIL,30,79,33,46,2314.2,764,50.2,33.3,66.7,57,136,193,427,153,78,10,191,2,0,-120,1996-97,5,1
P.J. Brown,MIA,27,80,59,21,2593.1,761,45.7,0.0,73.2,239,431,670,92,113,85,98,283,23,0,346,1996-97,12,1
Nick Anderson,ORL,29,63,39,24,2164.4,757,39.7,35.3,40.4,66,238,304,182,86,120,32,160,2,0,163,1996-97,6,1
Bob Sura,CLE,24,82,42,40,2272.3,755,43.1,32.3,61.4,76,232,308,390,181,91,33,218,5,0,9,1996-97,9,1
Toni Kukoc,CHI,28,57,50,7,1610.6,754,47.1,33.1,77.0,94,167,261,256,91,60,29,97,5,0,474,1996-97,10,1
Travis Best,IND,24,76,35,41,2069.3,754,44.2,36.8,75.6,36,130,166,318,153,98,5,221,1,0,97,1996-97,9,1
Derek Harper,DAL,35,75,23,52,2212.3,753,44.4,34.1,74.2,30,107,137,321,132,92,12,144,3,0,-289,1996-97,3,0
Cedric Ceballos,PHX,27,50,29,21,1428.2,729,45.7,25.5,74.7,102,228,330,64,85,33,23,113,12,0,104,1996-97,5,1
Billy Owens,SAC,28,66,26,40,1992.9,724,46.7,34.7,69.7,134,258,392,187,133,62,25,187,9,0,-107,1996-97,5,1
Johnny Newman,MIL,33,82,33,49,2061.8,715,45.0,34.7,76.5,66,120,186,116,115,73,17,257,0,0,-6,1996-97,6,1
Sasha Danilovic,DAL,27,56,35,21,1789.2,702,43.5,36.0,80.1,29,107,136,102,116,54,9,160,0,0,56,1996-97,1,0
Derek Strong,ORL,29,82,45,37,2005.1,699,44.7,0.0,80.3,174,345,519,73,102,48,20,196,7,0,-21,1996-97,5,1
Armen Gilliam,MIL,33,80,33,47,2055.4,691,47.1,0.0,76.8,136,361,497,53,105,61,40,206,12,0,-137,1996-97,4,0
Tyrone Corbin,ATL,34,70,49,21,2306.9,666,42.2,35.6,79.6,76,218,294,124,85,90,7,176,1,0,417,1996-97,5,1
Steve Kerr,CHI,31,82,69,13,1857.5,662,53.3,46.4,80.6,29,101,130,175,43,67,3,98,0,0,398,1996-97,7,1
Ricky Pierce,CHH,37,60,31,29,1254.5,659,48.1,44.2,89.7,36,85,121,80,68,28,9,97,0,0,-15,1996-97,2,0
George McCloud,LAL,30,64,28,36,1494.2,655,41.1,38.7,82.2,36,143,179,109,60,61,8,126,0,0,-78,1996-97,6,1
Mark Davis,PHI,24,75,20,55,1709.0,639,46.9,25.8,67.3,138,185,323,135,118,85,31,230,4,0,-287,1996-97,4,0
Bo Outlaw,LAC,26,82,36,46,2197.3,625,60.9,0.0,50.4,174,280,454,157,107,94,142,227,5,0,166,1996-97,12,1
Greg Anthony,VAN,29,65,9,56,1859.8,616,39.3,37.0,73.0,25,159,184,407,129,130,4,122,5,0,-315,1996-97,6,1
Popeye Jones,TOR,27,79,30,49,2424.1,616,48.0,7.7,81.8,270,410,680,84,116,59,39,269,21,0,-105,1996-97,8,1
Chris Childs,NYK,29,65,42,23,2076.0,605,41.4,38.7,75.8,22,169,191,398,180,78,11,213,4,1,164,1996-97,7,1
Antoine Carr,UTA,35,82,64,18,1462.8,603,48.3,0.0,78.0,60,135,195,74,75,24,63,214,0,0,90,1996-97,4,0
Jason Kidd,PHX,24,55,31,24,1965.3,599,40.3,37.0,67.9,64,185,249,496,142,124,20,114,15,2,81,1996-97,17,1
A.C. Green,DAL,33,83,23,60,2494.3,597,48.3,5.0,65.0,222,434,656,69,74,70,16,145,16,0,-350,1996-97,5,1
Carl Herrera,SAS,30,75,17,58,1831.1,597,43.3,33.3,68.6,118,222,340,50,95,62,53,217,4,0,-327,1996-97,3,0
Monty Williams,SAS,25,65,17,48,1347.3,588,50.9,0.0,64.5,98,108,206,91,116,55,52,161,1,0,-158,1996-97,7,1
Ervin Johnson,DEN,29,82,21,61,2598.9,582,52.0,0.0,61.5,231,682,913,71,118,65,227,288,17,0,-314,1996-97,10,1
Sean Elliott,SAS,29,39,11,28,1392.6,582,42.2,33.3,75.5,48,142,190,124,89,24,24,105,2,0,-175,1996-97,5,1
Cory Alexander,SAS,24,80,20,60,1450.7,577,39.6,37.3,73.6,29,94,123,254,146,82,16,148,4,0,-294,1996-97,6,1
Marty Conlon,BOS,29,74,13,61,1612.8,574,47.1,20.0,84.2,128,195,323,104,109,46,18,154,5,0,-238,1996-97,4,0
James Robinson,MIN,26,69,33,36,1311.0,572,40.7,38.2,68.4,24,88,112,126,69,30,8,125,0,0,-69,1996-97,4,0
Terry Porter,MIN,34,82,40,42,1573.9,568,41.6,33.5,76.5,31,145,176,295,128,54,11,104,4,0,50,1996-97,6,1
Tony Massenburg,NJN,29,79,26,53,1952.7,568,48.5,0.0,63.1,222,295,517,23,91,38,50,217,11,0,-260,1996-97,9,1
Will Perdue,SAS,31,65,16,49,1919.0,565,56.8,0.0,57.9,251,387,638,38,87,32,102,184,14,0,-185,1996-97,5,1
Elliot Perry,MIL,28,82,33,49,1597.0,562,47.4,35.8,74.5,24,100,124,247,111,99,3,117,0,0,-32,1996-97,6,1
Lorenzen Wright,LAC,21,77,35,42,1936.9,561,48.1,25.0,57.9,206,265,471,49,79,48,60,211,12,0,-171,1996-97,13,1
Greg Ostertag,UTA,24,77,60,17,1816.7,559,51.5,0.0,67.8,180,385,565,27,74,24,152,233,13,0,562,1996-97,10,1
Brian Shaw,ORL,31,77,41,36,1868.6,552,36.6,32.5,79.3,47,147,194,319,170,67,26,197,2,0,-349,1996-97,7,1
Carlos Rogers,TOR,26,56,17,39,1395.7,551,52.5,37.9,60.0,120,184,304,37,53,42,69,140,4,0,-152,1996-97,6,1
Jayson Williams,NJN,29,41,12,29,1429.5,550,40.9,0.0,59.0,242,311,553,51,82,24,36,158,24,0,-243,1996-97,3,0
Jason Caffey,CHI,24,75,62,13,1408.5,549,53.2,0.0,65.9,135,166,301,89,97,25,9,149,3,0,199,1996-97,7,1
Lamond Murray,LAC,24,74,31,43,1296.1,549,41.6,34.1,73.9,85,148,233,57,86,53,29,113,2,0,0,1996-97,9,1
Roy Rogers,VAN,23,82,14,68,1850.7,543,50.5,100.0,57.4,139,247,386,46,86,21,163,214,2,0,-495,1996-97,3,0
Dean Garrett,MIN,30,68,30,38,1664.0,542,57.3,0.0,69.6,149,346,495,38,34,40,95,158,14,0,34,1996-97,6,1
Hot Rod Williams,PHX,34,68,40,28,2138.0,541,49.0,0.0,67.2,178,384,562,100,66,67,88,176,13,0,116,1996-97,3,0
Kobe Bryant,LAL,18,71,48,23,1101.5,539,41.7,37.5,81.9,47,85,132,91,112,49,23,102,0,0,60,1996-97,20,1
Luc Longley,CHI,28,59,49,10,1472.4,537,45.6,0.0,79.2,121,211,332,141,111,23,66,191,2,0,294,1996-97,5,1
Michael Smith,SAC,25,81,34,47,2518.3,532,53.9,0.0,49.6,257,512,769,191,130,82,60,249,12,0,-91,1996-97,5,1
Doug West,MIN,30,68,31,37,1924.8,531,46.7,33.3,68.1,37,111,148,113,66,61,24,218,0,0,-148,1996-97,5,1
Byron Scott,LAL,36,79,54,25,1439.8,526,43.0,38.8,84.1,21,97,118,99,53,46,16,72,0,0,199,1996-97,1,0
Muggsy Bogues,CHH,32,65,46,19,1877.0,522,46.0,41.7,84.4,25,116,141,469,108,82,2,114,9,0,192,1996-97,5,1
Khalid Reeves,DAL,24,63,19,44,1432.3,516,39.1,36.6,74.7,34,85,119,226,108,34,9,159,3,0,-251,1996-97,4,0
Tom Hammonds,DEN,30,81,21,60,1757.2,506,48.0,0.0,72.1,135,266,401,64,88,16,24,205,2,0,-242,1996-97,5,1
Tyus Edney,SAC,24,70,31,39,1375.9,485,38.4,19.0,82.3,34,79,113,226,112,60,2,97,1,0,-71,1996-97,3,0
Jalen Rose,IND,24,66,31,35,1187.7,482,45.6,29.2,75.0,27,94,121,155,107,57,18,136,0,0,23,1996-97,11,1
Ron Harper,CHI,33,76,64,12,1737.5,480,43.6,36.2,70.7,46,147,193,191,50,86,38,138,0,0,420,1996-97,5,1
Blue Edwards,VAN,31,61,9,52,1434.6,478,39.7,28.1,81.7,49,140,189,114,81,38,20,135,0,0,-311,1996-97,3,0
Jerome Kersey,LAL,35,70,48,22,1765.2,476,43.2,26.2,60.2,112,251,363,89,74,119,49,219,4,0,158,1996-97,5,1
Terry Dehere,LAC,25,73,30,43,1050.8,470,38.6,32.5,82.4,15,80,95,158,96,27,3,142,0,0,21,1996-97,3,0
Buck Williams,NYK,37,74,53,21,1501.5,465,53.7,0.0,64.2,166,231,397,53,79,40,38,204,4,0,144,1996-97,2,0
Vitaly Potapenko,CLE,22,80,40,40,1238.6,465,44.0,50.0,73.6,105,112,217,40,109,26,34,216,0,0,-37,1996-97,11,1
Lawrence Moten,VAN,25,67,11,56,1216.3,447,38.8,29.1,64.6,43,76,119,129,81,48,24,83,0,0,-228,1996-97,2,0
Brooks Thompson,DEN,26,67,18,49,1055.8,445,39.9,39.8,63.2,18,78,96,180,87,55,2,126,1,0,-111,1996-97,2,0
Donyell Marshall,GSW,24,61,19,42,1022.8,444,41.3,31.5,62.2,92,184,276,53,55,25,46,96,3,0,-179,1996-97,13,1
Brent Barry,LAC,25,59,24,35,1095.4,442,40.9,32.4,81.7,30,80,110,154,76,51,15,88,1,0,100,1996-97,13,1
Theo Ratliff,DET,24,76,48,28,1291.9,439,53.1,0.0,69.8,109,147,256,13,56,29,111,181,2,0,129,1996-97,15,1
Matt Geiger,CHH,27,49,34,15,1042.7,437,48.9,30.0,70.1,100,158,258,38,67,20,27,153,4,0,10,1996-97,6,1
Aaron McKie,DET,24,83,48,35,1623.9,433,41.1,39.8,83.6,40,181,221,161,90,77,22,130,1,0,133,1996-97,11,1
Chris Whitney,WAS,25,82,44,38,1115.4,430,42.1,35.6,83.2,13,91,104,182,68,49,4,100,0,0,42,1996-97,8,1
Eddie Johnson,HOU,38,52,32,20,911.6,424,44.2,37.4,80.9,27,111,138,52,47,15,2,81,1,0,76,1996-97,3,0
Robert Horry,LAL,26,54,25,29,1394.6,423,43.6,31.8,66.7,68,169,237,110,72,66,55,153,2,0,93,1996-97,12,1
Darrell Armstrong,ORL,29,67,34,33,1009.0,411,38.3,30.4,86.8,35,41,76,175,99,61,9,114,1,0,32,1996-97,12,1
Lee Mayberry,VAN,27,80,14,66,1959.7,410,40.3,37.6,63.0,29,105,134,329,91,60,8,159,2,0,-419,1996-97,3,0
Charlie Ward,NYK,26,79,56,23,1764.6,409,39.5,31.2,76.0,45,175,220,326,147,83,15,188,2,0,85,1996-97,9,1
Eldridge Recasner,ATL,29,71,48,23,1201.7,405,42.3,41.4,87.9,35,80,115,94,65,38,4,97,0,0,-37,1996-97,6,1
Don MacLean,PHI,27,37,11,26,730.9,402,44.7,31.6,66.0,41,99,140,37,47,12,10,71,1,0,-61,1996-97,5,1
Rex Walters,PHI,27,59,18,41,1042.1,402,45.5,38.5,79.0,21,86,107,113,61,28,3,75,1,0,-187,1996-97,4,0
Derrick McKey,IND,30,50,24,26,1447.2,400,39.1,25.9,72.4,80,161,241,135,83,47,30,141,2,0,-17,1996-97,6,1
Duane Ferrell,IND,32,62,33,29,1114.3,394,47.2,40.9,61.7,57,84,141,66,55,38,6,120,0,0,29,1996-97,3,0
Dan Majerle,MIA,31,36,27,9,1262.2,390,40.6,33.8,67.8,45,117,162,116,50,54,14,75,1,0,123,1996-97,6,1
Sharone Wright,TOR,24,60,23,37,1009.9,390,40.0,0.0,51.1,79,107,186,28,93,15,50,146,2,0,-193,1996-97,2,0
B.J. Armstrong,GSW,29,49,19,30,1020.1,389,45.3,27.8,86.1,7,66,73,126,53,25,2,56,0,0,-148,1996-97,4,0
Eric Piatkowski,LAC,26,65,28,37,748.4,388,45.0,42.5,82.1,49,56,105,52,46,33,10,85,0,0,67,1996-97,12,1
Anthony Goldwire,DEN,25,60,22,38,1193.6,387,39.7,41.8,78.2,12,72,84,219,76,33,2,104,3,0,-73,1996-97,7,1
Shandon Anderson,UTA,23,65,56,9,1066.8,386,46.2,51.1,68.7,52,127,179,49,73,27,8,113,0,0,37,1996-97,10,1
Keith Askins,MIA,29,78,60,18,1768.8,384,43.3,40.1,67.2,86,185,271,75,59,54,19,196,1,0,171,1996-97,3,0
Mark Bryant,PHX,32,41,19,22,1016.4,380,55.3,0.0,70.4,67,145,212,47,46,22,5,136,1,0,52,1996-97,7,1
Andrew DeClercq,GSW,24,71,26,45,1068.4,375,52.0,0.0,60.3,122,176,298,32,76,33,27,229,3,0,-109,1996-97,9,1
Jaren Jackson,WAS,29,75,41,34,1129.0,374,40.7,33.5,76.8,31,101,132,65,61,45,16,131,0,0,31,1996-97,6,1
Felton Spencer,GSW,29,73,24,49,1560.2,372,48.9,0.0,58.4,157,259,416,22,88,34,50,275,1,0,-50,1996-97,6,1
Erick Dampier,IND,21,72,37,35,1047.9,370,39.0,100.0,63.7,96,198,294,43,84,19,73,153,2,0,-77,1996-97,16,1
Terry Cummings,SEA,36,45,31,14,825.0,370,48.6,60.0,69.5,70,113,183,39,45,33,7,113,0,0,36,1996-97,4,0
Howard Eisley,UTA,24,82,64,18,1080.8,368,45.1,27.8,78.7,20,64,84,198,110,44,10,141,0,0,62,1996-97,10,1
Scott Williams,PHI,29,62,18,44,1319.2,362,50.9,0.0,69.1,155,242,397,41,50,44,41,206,4,0,-121,1996-97,9,1
Henry James,ATL,31,53,39,14,948.6,356,41.0,42.2,83.3,27,54,81,21,29,11,1,98,0,0,30,1996-97,2,0
Dino Radja,BOS,30,25,6,19,873.6,349,44.0,0.0,71.8,44,167,211,48,70,23,48,76,7,0,-69,1996-97,1,0
Tony Smith,CHH,29,69,43,26,1291.6,346,40.9,32.3,64.4,38,56,94,150,73,48,19,110,0,0,5,1996-97,3,0
Wayman Tisdale,PHX,33,53,25,28,778.6,346,42.6,0.0,62.5,35,85,120,20,36,8,21,111,0,0,-69,1996-97,1,0
Xavier McDaniel,NJN,34,62,19,43,1172.8,346,38.9,20.0,73.0,124,194,318,65,70,36,17,144,4,0,4,1996-97,2,0
George Lynch,VAN,26,41,8,33,1056.9,342,47.1,25.8,61.9,98,163,261,76,64,63,17,97,5,0,-181,1996-97,9,1
Travis Knight,LAL,22,71,48,23,1158.3,342,50.9,0.0,62.0,130,189,319,39,49,31,58,170,5,0,120,1996-97,7,1
Eric Montross,NJN,25,78,27,51,1825.4,341,45.7,0.0,33.9,180,338,518,61,77,20,73,268,3,0,-244,1996-97,6,1
Randy Brown,CHI,29,72,61,11,1060.5,341,42.0,18.2,67.9,34,77,111,133,58,81,17,116,0,0,180,1996-97,7,1
Chris Carr,MIN,23,55,28,27,822.4,337,46.1,35.2,76.7,31,82,113,48,37,24,10,93,0,0,50,1996-97,5,1
Tony Delk,CHH,23,61,39,22,867.3,332,46.5,46.4,82.4,31,68,99,99,68,36,6,71,1,0,13,1996-97,10,1
Pooh Richardson,LAC,31,59,27,32,1065.7,330,38.1,32.8,60.5,25,73,98,169,62,54,5,82,0,0,-81,1996-97,3,0
Grant Long,DET,31,65,41,24,1170.2,326,44.7,36.2,75.0,88,134,222,39,48,43,6,106,2,0,69,1996-97,7,1
John Wallace,NYK,23,68,48,20,786.9,325,51.7,50.0,71.8,51,104,155,37,76,21,25,102,1,0,15,1996-97,7,1
Greg Anderson,SAS,33,82,20,62,1662.0,322,49.6,0.0,66.7,157,291,448,34,73,63,67,225,4,0,-453,1996-97,2,0
Matt Bullard,HOU,30,71,47,24,1021.9,320,40.1,36.6,73.5,13,104,117,67,38,21,18,68,0,0,22,1996-97,6,1
Michael Curry,DET,28,81,53,28,1217.0,318,44.8,29.9,89.8,23,96,119,43,28,31,12,128,0,0,89,1996-97,9,1
Chris Dudley,POR,32,81,48,33,1840.8,317,43.0,0.0,47.4,204,389,593,41,80,39,95,247,2,0,-54,1996-97,7,1
Harvey Grant,WAS,31,78,42,36,1606.6,316,41.1,31.5,76.9,64,192,256,68,30,47,48,167,0,0,28,1996-97,3,0
Chris Morris,UTA,31,73,59,14,975.6,314,40.8,27.4,72.2,37,125,162,43,45,29,24,121,0,0,-130,1996-97,3,0
Jim McIlvaine,SEA,24,82,57,25,1480.7,314,47.3,14.3,49.5,132,197,329,23,62,39,164,247,0,0,251,1996-97,5,1
Bimbo Coles,GSW,29,51,19,32,1181.2,311,38.9,29.4,75.5,39,79,118,149,59,35,7,96,0,0,-149,1996-97,8,1
Dennis Rodman,CHI,36,55,48,7,1949.4,311,44.8,26.3,56.8,320,563,883,170,111,32,19,172,11,0,571,1996-97,4,0
Derek Fisher,LAL,22,80,55,25,916.4,309,39.7,30.1,65.8,25,72,97,119,71,41,5,87,0,0,71,1996-97,18,1
Kevin Gamble,SAC,31,62,26,36,953.7,307,43.0,48.2,70.0,13,94,107,77,27,21,17,76,0,0,-89,1996-97,1,0
Dana Barros,BOS,30,24,6,18,706.7,300,43.5,41.0,86.0,5,43,48,81,39,26,6,34,0,0,-94,1996-97,7,1
Kenny Smith,DEN,32,48,16,32,762.2,300,42.3,43.7,86.7,4,40,44,116,71,19,0,30,0,0,-210,1996-97,1,0
Larry Stewart,SEA,28,70,50,20,980.2,300,44.4,24.3,72.0,75,96,171,52,63,31,23,108,1,0,81,1996-97,1,0
Todd Fuller,GSW,22,75,28,47,945.4,300,42.4,0.0,69.1,108,141,249,24,52,10,20,146,2,0,-173,1996-97,5,1
Erick Strickland,DAL,23,28,8,20,759.0,297,39.8,30.4,81.3,21,69,90,68,66,27,5,75,0,0,-70,1996-97,9,1
Scott Burrell,GSW,26,57,25,32,942.8,296,36.4,35.3,75.0,49,109,158,74,53,28,19,120,0,0,25,1996-97,5,1
Oliver Miller,TOR,27,61,22,39,1155.8,294,51.7,0.0,60.8,105,201,306,87,90,47,63,181,3,0,-11,1996-97,5,1
Lucious Harris,PHI,26,54,13,41,811.2,293,38.1,36.4,70.2,27,44,71,50,34,41,3,45,0,0,-76,1996-97,9,1
Sam Mack,HOU,27,52,34,18,904.1,292,40.1,33.1,83.3,20,86,106,58,42,29,6,67,0,0,-29,1996-97,5,1
Jon Barry,ATL,27,58,38,20,965.0,285,40.7,38.7,80.4,26,73,99,115,59,55,3,56,0,0,103,1996-97,10,1
Bill Wennington,CHI,34,61,53,8,780.9,280,49.8,0.0,83.0,46,83,129,41,31,11,11,132,1,0,105,1996-97,4,0
Stacey Augmon,POR,28,60,41,19,943.5,279,47.7,0.0,71.1,47,91,138,55,64,42,17,87,0,0,103,1996-97,10,1
Greg Foster,UTA,28,79,62,17,920.0,278,45.3,66.7,83.1,56,131,187,31,54,10,20,145,0,0,2,1996-97,7,1
Andrew Lang,MIL,31,52,24,28,1198.1,274,46.4,0.0,72.1,94,184,278,25,39,26,47,140,2,0,-38,1996-97,4,0
Othella Harrington,HOU,23,57,37,20,858.3,273,54.9,0.0,60.5,75,123,198,18,57,12,22,112,1,0,20,1996-97,12,1
Loren Meyer,PHX,24,54,24,30,702.5,266,44.3,57.1,71.9,53,92,145,19,62,11,15,125,1,0,-115,1996-97,2,0
Sean Rooks,LAL,27,69,47,22,735.2,265,47.0,0.0,70.0,56,107,163,42,51,17,38,123,2,0,22,1996-97,8,1
Brian Grant,SAC,25,24,9,15,610.1,252,44.0,0.0,77.8,49,93,142,28,44,19,25,74,4,0,-97,1996-97,10,1
Cherokee Parks,MIN,24,76,38,38,962.7,252,51.0,0.0,60.5,83,112,195,34,32,41,48,150,0,0,4,1996-97,8,1
Randy Livingston,HOU,22,64,41,23,982.2,251,43.7,40.9,64.6,32,62,94,155,102,40,12,107,0,0,1,1996-97,11,1
Corie Blount,LAL,28,58,40,18,1004.5,241,51.4,33.3,67.5,113,163,276,35,50,22,26,121,6,0,16,1996-97,8,1
Vincent Askew,DEN,31,43,19,24,840.3,239,43.5,29.2,79.5,25,73,98,90,46,17,6,123,0,0,-36,1996-97,2,0
David Wingate,SEA,33,65,49,16,929.1,236,41.6,35.2,82.5,23,51,74,80,37,44,5,108,0,0,28,1996-97,5,1
Adam Keefe,UTA,27,62,48,14,916.8,235,51.3,0.0,68.9,75,141,216,32,45,30,13,97,1,0,122,1996-97,5,1
Ed O'Bannon,DAL,24,64,16,48,806.6,235,33.3,25.7,88.6,50,98,148,39,20,29,12,97,1,0,-116,1996-97,1,0
John Crotty,MIA,27,48,35,13,662.3,232,51.3,40.8,84.4,15,32,47,102,42,18,0,79,0,0,-41,1996-97,7,1
Mark West,CLE,36,70,36,34,960.8,227,55.6,0.0,48.2,69,117,186,19,52,11,55,142,1,0,41,1996-97,4,0
Jerome Allen,DEN,24,76,27,49,944.0,226,35.0,32.3,58.3,25,73,98,152,69,31,4,84,0,0,-85,1996-97,1,0
Fred Hoiberg,IND,24,47,24,23,572.5,224,42.9,41.4,79.2,13,68,81,41,22,27,6,51,0,0,42,1996-97,9,1
Greg Minor,BOS,25,23,6,17,547.8,220,48.0,12.5,86.1,30,50,80,34,22,15,2,45,0,0,-16,1996-97,3,0
Donald Royal,CHH,31,62,32,30,861.4,218,42.5,0.0,80.3,52,102,154,25,47,23,11,100,0,0,-102,1996-97,2,0
Doug Overton,PHI,27,61,17,44,637.6,217,42.6,25.0,93.8,18,50,68,101,39,24,0,44,0,0,-3,1996-97,7,1
Craig Ehlo,SEA,35,62,45,17,850.7,214,35.1,28.4,50.0,39,71,110,68,45,36,4,71,0,0,94,1996-97,1,0
Steve Nash,PHX,23,65,30,35,685.6,213,42.3,41.8,82.4,16,47,63,138,63,20,0,92,1,0,-108,1996-97,18,1
Samaki Walker,DAL,21,43,14,29,601.7,212,44.1,0.0,64.9,47,100,147,17,39,15,22,71,0,0,-130,1996-97,10,1
Dontonio Wingfield,POR,23,47,30,17,565.6,211,40.9,33.8,67.5,63,74,137,45,49,14,6,101,1,0,18,1996-97,2,0
Chucky Brown,MIL,29,70,25,45,754.5,204,50.6,16.7,67.1,41,107,148,28,19,9,22,100,0,0,-76,1996-97,6,1
Aaron Williams,VAN,25,33,4,29,562.4,203,57.4,0.0,67.3,62,81,143,15,32,16,29,72,0,0,-104,1996-97,12,1
Reggie Slater,TOR,26,26,8,18,404.3,203,55.0,0.0,52.0,40,55,95,21,29,9,6,34,2,0,3,1996-97,6,1
Alan Henderson,ATL,24,30,20,10,498.4,199,47.5,0.0,60.0,47,69,116,23,29,21,6,73,2,0,-80,1996-97,11,1
Eric Snow,SEA,24,67,49,18,765.1,199,45.1,26.7,71.2,17,53,70,158,48,37,3,93,0,0,-32,1996-97,12,1
Kevin Edwards,NJN,31,32,10,22,475.4,190,37.7,34.9,86.0,9,34,43,57,49,17,4,34,0,0,-85,1996-97,3,0
Clifford Rozier,TOR,24,42,15,27,734.7,189,45.4,0.0,50.8,102,132,234,31,29,24,44,97,1,0,-83,1996-97,2,0
Acie Earl,MIL,27,47,14,33,500.1,188,37.4,0.0,64.3,35,61,96,20,35,15,28,61,0,0,-60,1996-97,1,0
Chris Robinson,VAN,23,41,6,35,679.7,188,37.9,38.2,61.5,23,48,71,65,34,28,9,85,0,0,-154,1996-97,2,0
Jermaine O'Neal,POR,18,45,31,14,459.7,185,45.1,0.0,60.3,39,85,124,8,27,2,26,46,0,0,26,1996-97,18,1
Pete Chilcutt,VAN,28,54,6,48,661.6,182,43.6,36.2,59.1,67,89,156,47,28,26,17,52,1,0,-188,1996-97,4,0
Hubert Davis,TOR,27,36,10,26,622.9,181,40.2,22.9,73.9,11,29,40,34,21,11,2,40,0,0,-41,1996-97,8,1
Stojko Vrankovic,MIN,33,53,24,29,767.2,181,56.1,0.0,67.6,57,111,168,14,52,10,67,121,0,0,-150,1996-97,3,0
Ray Owes,GSW,24,57,23,34,591.9,177,41.7,20.0,56.5,64,99,163,15,23,15,20,86,2,0,-83,1996-97,1,0
Rumeal Robinson,POR,30,54,38,16,500.9,176,40.2,32.1,74.3,6,41,47,73,43,24,2,60,0,0,23,1996-97,1,0
Stephen Howard,UTA,26,49,42,7,414.5,176,57.4,0.0,64.2,29,56,85,11,25,19,12,62,0,0,-8,1996-97,2,0
Donny Marshall,CLE,24,56,25,31,549.6,175,32.5,37.9,70.4,22,48,70,24,32,24,3,60,0,0,-113,1996-97,4,0
Shawn Respert,TOR,25,41,15,26,496.9,172,42.4,35.1,87.2,14,25,39,40,30,20,2,40,0,0,-44,1996-97,3,0
Antonio Lang,CLE,25,64,32,32,843.7,171,42.0,0.0,72.9,52,75,127,33,50,33,30,111,0,0,1,1996-97,4,0
Stanley Roberts,LAC,27,18,7,11,378.3,171,42.6,0.0,70.3,24,67,91,9,23,8,23,57,1,0,38,1996-97,4,0
Nate McMillan,SEA,32,37,25,12,801.6,169,40.9,33.3,65.5,15,103,118,140,32,58,6,78,0,0,217,1996-97,2,0
Joe Kleine,NJN,35,59,23,36,848.6,168,40.6,66.7,73.7,62,141,203,35,41,17,18,110,0,0,-142,1996-97,4,0
Robert Parish,CHI,43,43,36,7,406.4,161,49.0,0.0,67.7,42,47,89,22,28,6,19,40,0,0,105,1996-97,1,0
Malik Rose,CHH,22,54,34,20,525.4,160,47.7,0.0,61.3,70,94,164,32,41,28,17,114,0,0,12,1996-97,13,1
Martin Muursepp,DAL,22,42,15,27,349.4,156,41.2,16.7,62.9,35,32,67,20,18,12,11,58,0,0,-87,1996-97,2,0
Brett Szabo,BOS,29,70,11,59,664.8,153,44.6,0.0,73.8,56,109,165,17,41,16,32,119,1,0,-171,1996-97,1,0
Jamie Feick,SAS,22,41,10,31,622.4,151,35.7,35.7,50.7,82,132,214,26,31,16,14,78,4,0,-128,1996-97,5,1
Michael Cage,PHI,35,82,22,60,1241.4,151,46.8,0.0,46.3,112,208,320,43,17,48,42,118,0,0,-304,1996-97,3,0
Mitchell Butler,POR,26,49,29,20,462.9,148,41.6,30.8,64.0,19,34,53,30,27,13,2,55,0,0,22,1996-97,5,1
Willie Burton,ATL,29,24,15,9,382.2,148,33.6,28.3,83.8,11,30,41,11,27,8,3,55,0,0,-57,1996-97,3,0
Bobby Hurley,SAC,26,49,18,31,628.9,143,36.8,31.1,69.8,9,29,38,146,55,27,3,53,1,0,-39,1996-97,2,0
George Zidek,DEN,23,52,22,30,374.0,143,41.5,0.0,78.9,35,51,86,14,27,5,3,61,0,0,-113,1996-97,2,0
Jud Buechler,CHI,29,76,65,11,700.7,139,36.7,33.3,35.7,45,81,126,60,27,23,21,50,0,0,68,1996-97,6,1
Lionel Simmons,SAC,28,41,13,28,520.8,139,33.1,23.3,87.5,30,74,104,57,34,8,13,58,0,0,-236,1996-97,1,0
